,code1,code2,code3,code4
4316,O,P,V,
4317,B,C,D,G
4318,V,,,
4319,F,D,G,
4320,P,V,,
4321,F,D,G,
4322,C,D,G,
4323,J,X,,
4324,L,O,P,V
4325,O,P,V,
4326,J,X,,
4327,B,C,D,G
4328,H,I,J,X
4329,P,V,,
4330,V,,,
4331,T,,,
4332,I,J,X,
4333,F,D,G,
4334,F,D,G,
4335,X,,,
4336,M,O,P,V
4337,S,R,T,
4338,B,C,D,G
4339,G,,,
4340,T,,,
4341,O,P,V,
4342,K,J,X,
4343,L,O,P,V
4344,R,T,,
4345,A,C,D,G
4346,L,O,P,V
4347,F,D,G,
4348,H,I,J,X
4349,M,O,P,V
4350,O,P,V,
4351,H,I,J,X
4352,L,O,P,V
4353,A,C,D,G
4354,Q,R,T,
4355,M,O,P,V
4356,M,O,P,V
4357,T,,,
4358,Q,R,T,
4359,F,D,G,
4360,N,O,P,V
4361,C,D,G,
4362,H,I,J,X
4363,K,J,X,
4364,I,J,X,
4365,Q,R,T,
4366,D,G,,
4367,M,O,P,V
4368,P,V,,
4369,V,,,
4370,L,O,P,V
4371,E,F,D,G
4372,S,R,T,
4373,S,R,T,
4374,U,Q,R,T
4375,A,C,D,G
4376,P,V,,
4377,S,R,T,
4378,K,J,X,
4379,A,C,D,G
4380,R,T,,
4381,C,D,G,
4382,R,T,,
4383,I,J,X,
4384,N,O,P,V
4385,R,T,,
4386,J,X,,
4387,H,I,J,X
4388,J,X,,
4389,M,O,P,V
4390,E,F,D,G
4391,G,,,
4392,L,O,P,V
4393,H,I,J,X
4394,B,C,D,G
4395,R,T,,
4396,H,I,J,X
4397,V,,,
4398,M,O,P,V
4399,U,Q,R,T
4400,G,,,
4401,P,V,,
4402,Q,R,T,
4403,U,Q,R,T
4404,C,D,G,
4405,H,I,J,X
4406,V,,,
4407,O,P,V,
4408,U,Q,R,T
4409,I,J,X,
4410,A,C,D,G
4411,B,C,D,G
4412,K,J,X,
4413,Q,R,T,
4414,G,,,
4415,U,Q,R,T
4416,M,O,P,V
4417,D,G,,
4418,J,X,,
4419,D,G,,
4420,K,J,X,
4421,C,D,G,
4422,X,,,
4423,W,S,R,T
4424,M,O,P,V
4425,D,G,,
4426,M,O,P,V
4427,K,J,X,
4428,F,D,G,
4429,I,J,X,
4430,I,J,X,
4431,E,F,D,G
4432,P,V,,
4433,R,T,,
4434,T,,,
4435,E,F,D,G
4436,A,C,D,G
4437,M,O,P,V
4438,C,D,G,
4439,O,P,V,
4440,C,D,G,
4441,D,G,,
4442,A,C,D,G
4443,L,O,P,V
4444,O,P,V,
4445,U,Q,R,T
4446,Q,R,T,
4447,L,O,P,V
4448,G,,,
4449,R,T,,
4450,K,J,X,
4451,S,R,T,
4452,G,,,
4453,X,,,
4454,O,P,V,
4455,T,,,
4456,D,G,,
4457,H,I,J,X
4458,C,D,G,
4459,U,Q,R,T
4460,R,T,,
4461,D,G,,
4462,L,O,P,V
4463,E,F,D,G
4464,S,R,T,
4465,B,C,D,G
4466,C,D,G,
4467,G,,,
4468,J,X,,
4469,O,P,V,
4470,S,R,T,
4471,K,J,X,
4472,I,J,X,
4473,T,,,
4474,L,O,P,V
4475,E,F,D,G
4476,G,,,
4477,S,R,T,
4478,H,I,J,X
4479,H,I,J,X
4480,F,D,G,
4481,W,S,R,T
4482,E,F,D,G
4483,R,T,,
4484,M,O,P,V
4485,R,T,,
4486,E,F,D,G
4487,T,,,
4488,E,F,D,G
4489,D,G,,
4490,H,I,J,X
4491,Q,R,T,
4492,N,O,P,V
4493,P,V,,
4494,O,P,V,
4495,F,D,G,
4496,H,I,J,X
4497,W,S,R,T
4498,E,F,D,G
4499,G,,,
4500,D,G,,
4501,C,D,G,
4502,I,J,X,
4503,R,T,,
4504,K,J,X,
4505,S,R,T,
4506,D,G,,
4507,A,C,D,G
4508,K,J,X,
4509,C,D,G,
4510,G,,,
4511,J,X,,
4512,T,,,
4513,T,,,
4514,F,D,G,
4515,P,V,,
4516,F,D,G,
4517,P,V,,
4518,W,S,R,T
4519,S,R,T,
4520,I,J,X,
4521,X,,,
4522,L,O,P,V
4523,I,J,X,
4524,F,D,G,
4525,X,,,
4526,I,J,X,
4527,C,D,G,
4528,S,R,T,
4529,J,X,,
4530,M,O,P,V
4531,F,D,G,
4532,A,C,D,G
4533,Q,R,T,
4534,E,F,D,G
4535,H,I,J,X
4536,S,R,T,
4537,F,D,G,
4538,W,S,R,T
4539,A,C,D,G
4540,B,C,D,G
4541,B,C,D,G
4542,D,G,,
4543,W,S,R,T
4544,X,,,
4545,M,O,P,V
4546,S,R,T,
4547,X,,,
4548,D,G,,
4549,S,R,T,
4550,Q,R,T,
4551,U,Q,R,T
4552,G,,,
4553,W,S,R,T
4554,R,T,,
4555,L,O,P,V
4556,C,D,G,
4557,E,F,D,G
4558,T,,,
4559,C,D,G,
4560,J,X,,
4561,J,X,,
4562,H,I,J,X
4563,C,D,G,
4564,K,J,X,
4565,T,,,
4566,I,J,X,
4567,N,O,P,V
4568,O,P,V,
4569,J,X,,
4570,M,O,P,V
4571,D,G,,
4572,I,J,X,
4573,A,C,D,G
4574,U,Q,R,T
4575,H,I,J,X
4576,N,O,P,V
4577,V,,,
4578,J,X,,
4579,E,F,D,G
4580,S,R,T,
4581,H,I,J,X
4582,J,X,,
4583,V,,,
4584,K,J,X,
4585,W,S,R,T
4586,X,,,
4587,O,P,V,
4588,E,F,D,G
4589,V,,,
4590,W,S,R,T
4591,B,C,D,G
4592,W,S,R,T
4593,U,Q,R,T
4594,A,C,D,G
4595,A,C,D,G
4596,N,O,P,V
4597,F,D,G,
4598,T,,,
4599,R,T,,
4600,I,J,X,
4601,N,O,P,V
4602,L,O,P,V
4603,I,J,X,
4604,D,G,,
4605,G,,,
4606,G,,,
4607,V,,,
4608,H,I,J,X
4609,H,I,J,X
4610,K,J,X,
4611,F,D,G,
4612,P,V,,
4613,L,O,P,V
4614,X,,,
4615,M,O,P,V
4616,V,,,
4617,P,V,,
4618,K,J,X,
4619,D,G,,
4620,N,O,P,V
4621,T,,,
4622,A,C,D,G
4623,R,T,,
4624,B,C,D,G
4625,V,,,
4626,U,Q,R,T
4627,I,J,X,
4628,E,F,D,G
4629,A,C,D,G
4630,V,,,
4631,E,F,D,G
4632,U,Q,R,T
4633,T,,,
4634,F,D,G,
4635,F,D,G,
4636,H,I,J,X
4637,X,,,
4638,H,I,J,X
4639,U,Q,R,T
4640,P,V,,
4641,Q,R,T,
4642,M,O,P,V
4643,M,O,P,V
4644,G,,,
4645,B,C,D,G
4646,A,C,D,G
4647,G,,,
4648,T,,,
4649,Q,R,T,
4650,I,J,X,
4651,H,I,J,X
4652,W,S,R,T
4653,Q,R,T,
4654,Q,R,T,
4655,W,S,R,T
4656,O,P,V,
4657,Q,R,T,
4658,S,R,T,
4659,K,J,X,
4660,K,J,X,
4661,N,O,P,V
4662,W,S,R,T
4663,P,V,,
4664,J,X,,
4665,K,J,X,
4666,I,J,X,
4667,H,I,J,X
4668,A,C,D,G
4669,C,D,G,
4670,D,G,,
4671,M,O,P,V
4672,U,Q,R,T
4673,F,D,G,
4674,R,T,,
4675,G,,,
4676,O,P,V,
4677,H,I,J,X
4678,D,G,,
4679,A,C,D,G
4680,F,D,G,
4681,P,V,,
4682,B,C,D,G
4683,O,P,V,
4684,D,G,,
4685,D,G,,
4686,R,T,,
4687,L,O,P,V
4688,N,O,P,V
4689,X,,,
4690,H,I,J,X
4691,V,,,
4692,B,C,D,G
4693,M,O,P,V
4694,I,J,X,
4695,A,C,D,G
4696,A,C,D,G
4697,N,O,P,V
4698,L,O,P,V
4699,V,,,
4700,R,T,,
4701,X,,,
4702,U,Q,R,T
4703,D,G,,
4704,L,O,P,V
4705,W,S,R,T
4706,G,,,
4707,R,T,,
4708,F,D,G,
4709,A,C,D,G
4710,M,O,P,V
4711,U,Q,R,T
4712,C,D,G,
4713,U,Q,R,T
4714,B,C,D,G
4715,M,O,P,V
4716,U,Q,R,T
4717,Q,R,T,
4718,N,O,P,V
4719,D,G,,
4720,M,O,P,V
4721,X,,,
4722,R,T,,
4723,W,S,R,T
4724,T,,,
4725,A,C,D,G
4726,D,G,,
4727,K,J,X,
4728,C,D,G,
4729,B,C,D,G
4730,X,,,
4731,F,D,G,
4732,U,Q,R,T
4733,C,D,G,
4734,W,S,R,T
4735,A,C,D,G
4736,G,,,
4737,O,P,V,
4738,K,J,X,
4739,W,S,R,T
4740,U,Q,R,T
4741,L,O,P,V
4742,G,,,
4743,A,C,D,G
4744,L,O,P,V
4745,R,T,,
4746,U,Q,R,T
4747,E,F,D,G
4748,H,I,J,X
4749,K,J,X,
4750,O,P,V,
4751,L,O,P,V
4752,O,P,V,
4753,R,T,,
4754,G,,,
4755,G,,,
4756,D,G,,
4757,H,I,J,X
4758,T,,,
4759,E,F,D,G
4760,B,C,D,G
4761,W,S,R,T
4762,O,P,V,
4763,V,,,
4764,G,,,
4765,Q,R,T,
4766,D,G,,
4767,I,J,X,
4768,K,J,X,
4769,B,C,D,G
4770,J,X,,
4771,M,O,P,V
4772,I,J,X,
4773,U,Q,R,T
4774,O,P,V,
4775,D,G,,
4776,X,,,
4777,M,O,P,V
4778,L,O,P,V
4779,N,O,P,V
4780,M,O,P,V
4781,U,Q,R,T
4782,O,P,V,
4783,L,O,P,V
4784,A,C,D,G
4785,P,V,,
4786,T,,,
4787,M,O,P,V
4788,C,D,G,
4789,O,P,V,
4790,C,D,G,
4791,W,S,R,T
4792,W,S,R,T
4793,X,,,
4794,S,R,T,
4795,G,,,
4796,C,D,G,
4797,N,O,P,V
4798,H,I,J,X
4799,R,T,,
4800,L,O,P,V
4801,B,C,D,G
4802,S,R,T,
4803,U,Q,R,T
4804,U,Q,R,T
4805,U,Q,R,T
4806,U,Q,R,T
4807,T,,,
4808,V,,,
4809,W,S,R,T
4810,B,C,D,G
4811,G,,,
4812,H,I,J,X
4813,J,X,,
4814,E,F,D,G
4815,G,,,
4816,B,C,D,G
4817,R,T,,
4818,B,C,D,G
4819,N,O,P,V
4820,K,J,X,
4821,M,O,P,V
4822,E,F,D,G
4823,S,R,T,
4824,R,T,,
4825,Q,R,T,
4826,C,D,G,
4827,J,X,,
4828,G,,,
4829,T,,,
4830,P,V,,
4831,D,G,,
4832,U,Q,R,T
4833,C,D,G,
4834,E,F,D,G
4835,W,S,R,T
4836,B,C,D,G
4837,G,,,
4838,R,T,,
4839,V,,,
4840,R,T,,
4841,A,C,D,G
4842,R,T,,
4843,D,G,,
4844,G,,,
4845,M,O,P,V
4846,F,D,G,
4847,R,T,,
4848,X,,,
4849,S,R,T,
4850,T,,,
4851,M,O,P,V
4852,F,D,G,
4853,O,P,V,
4854,I,J,X,
4855,T,,,
4856,Q,R,T,
4857,L,O,P,V
4858,K,J,X,
4859,B,C,D,G
4860,K,J,X,
4861,B,C,D,G
4862,Q,R,T,
4863,D,G,,
4864,L,O,P,V
4865,O,P,V,
4866,P,V,,
4867,J,X,,
4868,N,O,P,V
4869,S,R,T,
4870,I,J,X,
4871,O,P,V,
4872,X,,,
4873,T,,,
4874,I,J,X,
4875,H,I,J,X
4876,X,,,
4877,O,P,V,
4878,L,O,P,V
4879,D,G,,
4880,N,O,P,V
4881,W,S,R,T
4882,J,X,,
4883,K,J,X,
4884,D,G,,
4885,V,,,
4886,P,V,,
4887,R,T,,
4888,F,D,G,
4889,O,P,V,
4890,F,D,G,
4891,J,X,,
4892,T,,,
4893,P,V,,
4894,A,C,D,G
4895,V,,,
4896,G,,,
4897,F,D,G,
4898,G,,,
4899,R,T,,
4900,X,,,
4901,P,V,,
4902,J,X,,
4903,W,S,R,T
4904,F,D,G,
4905,Q,R,T,
4906,I,J,X,
4907,X,,,
4908,D,G,,
4909,V,,,
4910,L,O,P,V
4911,T,,,
4912,G,,,
4913,Q,R,T,
4914,F,D,G,
4915,C,D,G,
4916,R,T,,
4917,E,F,D,G
4918,B,C,D,G
4919,D,G,,
4920,C,D,G,
4921,T,,,
4922,P,V,,
4923,J,X,,
4924,C,D,G,
4925,S,R,T,
4926,B,C,D,G
4927,U,Q,R,T
4928,V,,,
4929,N,O,P,V
4930,E,F,D,G
4931,J,X,,
4932,R,T,,
4933,R,T,,
4934,K,J,X,
4935,K,J,X,
4936,S,R,T,
4937,T,,,
4938,J,X,,
4939,M,O,P,V
4940,F,D,G,
4941,S,R,T,
4942,K,J,X,
4943,F,D,G,
4944,E,F,D,G
4945,C,D,G,
4946,N,O,P,V
4947,H,I,J,X
4948,L,O,P,V
4949,R,T,,
4950,P,V,,
4951,O,P,V,
4952,X,,,
4953,H,I,J,X
4954,B,C,D,G
4955,O,P,V,
4956,D,G,,
4957,U,Q,R,T
4958,R,T,,
4959,H,I,J,X
4960,T,,,
4961,T,,,
4962,E,F,D,G
4963,I,J,X,
4964,P,V,,
4965,A,C,D,G
4966,U,Q,R,T
4967,A,C,D,G
4968,S,R,T,
4969,W,S,R,T
4970,G,,,
4971,G,,,
4972,Q,R,T,
4973,G,,,
4974,B,C,D,G
4975,T,,,
4976,L,O,P,V
4977,H,I,J,X
4978,H,I,J,X
4979,M,O,P,V
4980,A,C,D,G
4981,V,,,
4982,H,I,J,X
4983,X,,,
4984,V,,,
4985,P,V,,
4986,X,,,
4987,X,,,
4988,E,F,D,G
4989,H,I,J,X
4990,J,X,,
4991,K,J,X,
4992,K,J,X,
4993,V,,,
4994,L,O,P,V
4995,P,V,,
4996,L,O,P,V
4997,G,,,
4998,R,T,,
4999,M,O,P,V
5000,T,,,
5001,T,,,
5002,K,J,X,
5003,H,I,J,X
5004,A,C,D,G
5005,F,D,G,
5006,W,S,R,T
5007,W,S,R,T
5008,U,Q,R,T
5009,M,O,P,V
5010,W,S,R,T
5011,N,O,P,V
5012,Q,R,T,
5013,S,R,T,
5014,Q,R,T,
5015,F,D,G,
5016,X,,,
5017,K,J,X,
5018,I,J,X,
5019,F,D,G,
5020,P,V,,
5021,A,C,D,G
5022,J,X,,
5023,I,J,X,
5024,I,J,X,
5025,E,F,D,G
5026,A,C,D,G
5027,T,,,
5028,L,O,P,V
5029,K,J,X,
5030,W,S,R,T
5031,I,J,X,
5032,B,C,D,G
5033,C,D,G,
5034,U,Q,R,T
5035,I,J,X,
5036,D,G,,
5037,W,S,R,T
5038,M,O,P,V
5039,B,C,D,G
5040,V,,,
5041,D,G,,
5042,C,D,G,
5043,L,O,P,V
5044,V,,,
5045,J,X,,
5046,B,C,D,G
5047,O,P,V,
5048,M,O,P,V
5049,A,C,D,G
5050,D,G,,
5051,B,C,D,G
5052,T,,,
5053,B,C,D,G
5054,B,C,D,G
5055,V,,,
5056,K,J,X,
5057,T,,,
5058,K,J,X,
5059,Q,R,T,
5060,T,,,
5061,W,S,R,T
5062,J,X,,
5063,D,G,,
5064,M,O,P,V
5065,I,J,X,
5066,R,T,,
5067,M,O,P,V
5068,G,,,
5069,S,R,T,
5070,Q,R,T,
5071,D,G,,
5072,U,Q,R,T
5073,V,,,
5074,D,G,,
5075,L,O,P,V
5076,J,X,,
5077,S,R,T,
5078,D,G,,
5079,E,F,D,G
5080,I,J,X,
5081,N,O,P,V
5082,Q,R,T,
5083,W,S,R,T
5084,U,Q,R,T
5085,F,D,G,
5086,G,,,
5087,P,V,,
5088,G,,,
5089,L,O,P,V
5090,A,C,D,G
5091,J,X,,
5092,W,S,R,T
5093,Q,R,T,
5094,P,V,,
5095,E,F,D,G
5096,W,S,R,T
5097,P,V,,
5098,A,C,D,G
5099,C,D,G,
5100,M,O,P,V
5101,C,D,G,
5102,L,O,P,V
5103,S,R,T,
5104,K,J,X,
5105,I,J,X,
5106,A,C,D,G
5107,T,,,
5108,S,R,T,
5109,U,Q,R,T
5110,V,,,
5111,Q,R,T,
5112,L,O,P,V
5113,V,,,
5114,O,P,V,
5115,D,G,,
5116,K,J,X,
5117,H,I,J,X
5118,C,D,G,
5119,C,D,G,
5120,P,V,,
5121,N,O,P,V
5122,S,R,T,
5123,T,,,
5124,U,Q,R,T
5125,V,,,
5126,F,D,G,
5127,J,X,,
5128,J,X,,
5129,D,G,,
5130,Q,R,T,
5131,X,,,
5132,S,R,T,
5133,F,D,G,
5134,E,F,D,G
5135,D,G,,
5136,I,J,X,
5137,U,Q,R,T
5138,C,D,G,
5139,S,R,T,
5140,A,C,D,G
5141,U,Q,R,T
5142,H,I,J,X
5143,J,X,,
5144,F,D,G,
5145,K,J,X,
5146,U,Q,R,T
5147,T,,,
5148,I,J,X,
5149,L,O,P,V
5150,M,O,P,V
5151,P,V,,
5152,K,J,X,
5153,Q,R,T,
5154,A,C,D,G
5155,U,Q,R,T
5156,T,,,
5157,O,P,V,
5158,P,V,,
5159,H,I,J,X
5160,W,S,R,T
5161,U,Q,R,T
5162,S,R,T,
5163,U,Q,R,T
5164,Q,R,T,
5165,Q,R,T,
5166,P,V,,
5167,J,X,,
5168,P,V,,
5169,L,O,P,V
5170,E,F,D,G
5171,G,,,
5172,Q,R,T,
5173,G,,,
5174,J,X,,
5175,U,Q,R,T
5176,R,T,,
5177,R,T,,
5178,H,I,J,X
5179,G,,,
5180,V,,,
5181,Q,R,T,
5182,A,C,D,G
5183,G,,,
5184,P,V,,
5185,T,,,
5186,T,,,
5187,S,R,T,
5188,A,C,D,G
5189,F,D,G,
5190,E,F,D,G
5191,W,S,R,T
5192,J,X,,
5193,Q,R,T,
5194,X,,,
5195,I,J,X,
5196,C,D,G,
5197,K,J,X,
5198,A,C,D,G
5199,B,C,D,G
5200,U,Q,R,T
5201,K,J,X,
5202,N,O,P,V
5203,A,C,D,G
5204,Q,R,T,
5205,R,T,,
5206,T,,,
5207,F,D,G,
5208,D,G,,
5209,U,Q,R,T
5210,N,O,P,V
5211,X,,,
5212,D,G,,
5213,B,C,D,G
5214,C,D,G,
5215,N,O,P,V
5216,T,,,
5217,L,O,P,V
5218,E,F,D,G
5219,V,,,
5220,G,,,
5221,C,D,G,
5222,B,C,D,G
5223,A,C,D,G
5224,J,X,,
5225,G,,,
5226,M,O,P,V
5227,N,O,P,V
5228,X,,,
5229,T,,,
5230,W,S,R,T
5231,S,R,T,
5232,J,X,,
5233,K,J,X,
5234,F,D,G,
5235,J,X,,
5236,N,O,P,V
5237,X,,,
5238,S,R,T,
5239,N,O,P,V
5240,H,I,J,X
5241,C,D,G,
5242,N,O,P,V
5243,T,,,
5244,S,R,T,
5245,T,,,
5246,P,V,,
5247,J,X,,
5248,K,J,X,
5249,F,D,G,
5250,W,S,R,T
5251,G,,,
5252,U,Q,R,T
5253,I,J,X,
5254,O,P,V,
5255,V,,,
5256,D,G,,
5257,U,Q,R,T
5258,D,G,,
5259,L,O,P,V
5260,M,O,P,V
5261,D,G,,
5262,L,O,P,V
5263,J,X,,
5264,K,J,X,
5265,B,C,D,G
5266,L,O,P,V
5267,M,O,P,V
5268,N,O,P,V
5269,C,D,G,
5270,K,J,X,
5271,W,S,R,T
5272,E,F,D,G
5273,L,O,P,V
5274,M,O,P,V
5275,J,X,,
5276,D,G,,
5277,T,,,
5278,B,C,D,G
5279,C,D,G,
5280,A,C,D,G
5281,C,D,G,
5282,V,,,
5283,O,P,V,
5284,D,G,,
5285,W,S,R,T
5286,L,O,P,V
5287,W,S,R,T
5288,U,Q,R,T
5289,F,D,G,
5290,M,O,P,V
5291,H,I,J,X
5292,R,T,,
5293,C,D,G,
5294,B,C,D,G
5295,A,C,D,G
5296,B,C,D,G
5297,E,F,D,G
5298,G,,,
5299,G,,,
5300,M,O,P,V
5301,U,Q,R,T
5302,L,O,P,V
5303,G,,,
5304,M,O,P,V
5305,K,J,X,
5306,D,G,,
5307,V,,,
5308,F,D,G,
5309,Q,R,T,
5310,I,J,X,
5311,I,J,X,
5312,W,S,R,T
5313,P,V,,
5314,P,V,,
5315,V,,,
5316,J,X,,
5317,C,D,G,
5318,I,J,X,
5319,A,C,D,G
5320,F,D,G,
5321,F,D,G,
5322,U,Q,R,T
5323,X,,,
5324,F,D,G,
5325,S,R,T,
5326,R,T,,
5327,R,T,,
5328,W,S,R,T
5329,T,,,
5330,S,R,T,
5331,G,,,
5332,O,P,V,
5333,R,T,,
5334,H,I,J,X
5335,W,S,R,T
5336,B,C,D,G
5337,J,X,,
5338,X,,,
5339,X,,,
5340,B,C,D,G
5341,J,X,,
5342,E,F,D,G
5343,P,V,,
5344,G,,,
5345,M,O,P,V
5346,M,O,P,V
5347,O,P,V,
5348,L,O,P,V
5349,S,R,T,
5350,M,O,P,V
5351,Q,R,T,
5352,J,X,,
5353,A,C,D,G
5354,H,I,J,X
5355,O,P,V,
5356,V,,,
5357,H,I,J,X
5358,H,I,J,X
5359,U,Q,R,T
5360,I,J,X,
5361,G,,,
5362,S,R,T,
5363,V,,,
5364,D,G,,
5365,H,I,J,X
5366,M,O,P,V
5367,K,J,X,
5368,M,O,P,V
5369,G,,,
5370,C,D,G,
5371,R,T,,
5372,C,D,G,
5373,B,C,D,G
5374,K,J,X,
5375,X,,,
5376,Q,R,T,
5377,V,,,
5378,R,T,,
5379,F,D,G,
5380,X,,,
5381,G,,,
5382,L,O,P,V
5383,G,,,
5384,N,O,P,V
5385,V,,,
5386,R,T,,
5387,D,G,,
5388,I,J,X,
5389,M,O,P,V
5390,L,O,P,V
5391,W,S,R,T
5392,N,O,P,V
5393,S,R,T,
5394,F,D,G,
5395,D,G,,
5396,H,I,J,X
5397,A,C,D,G
5398,D,G,,
5399,N,O,P,V
5400,D,G,,
5401,P,V,,
5402,N,O,P,V
5403,G,,,
5404,H,I,J,X
5405,S,R,T,
5406,W,S,R,T
5407,B,C,D,G
5408,O,P,V,
5409,B,C,D,G
5410,H,I,J,X
5411,P,V,,
5412,V,,,
5413,I,J,X,
5414,J,X,,
5415,N,O,P,V
5416,N,O,P,V
5417,E,F,D,G
5418,D,G,,
5419,J,X,,
5420,K,J,X,
5421,F,D,G,
5422,M,O,P,V
5423,B,C,D,G
5424,L,O,P,V
5425,R,T,,
5426,T,,,
5427,L,O,P,V
5428,X,,,
5429,N,O,P,V
5430,T,,,
5431,J,X,,
5432,T,,,
5433,V,,,
5434,N,O,P,V
5435,J,X,,
5436,M,O,P,V
5437,W,S,R,T
5438,B,C,D,G
5439,A,C,D,G
5440,D,G,,
5441,G,,,
5442,M,O,P,V
5443,D,G,,
5444,I,J,X,
5445,Q,R,T,
5446,G,,,
5447,S,R,T,
5448,J,X,,
5449,K,J,X,
5450,P,V,,
5451,S,R,T,
5452,M,O,P,V
5453,B,C,D,G
5454,G,,,
5455,H,I,J,X
5456,R,T,,
5457,M,O,P,V
5458,J,X,,
5459,S,R,T,
5460,I,J,X,
5461,R,T,,
5462,J,X,,
5463,R,T,,
5464,T,,,
5465,F,D,G,
5466,P,V,,
5467,U,Q,R,T
5468,X,,,
5469,M,O,P,V
5470,H,I,J,X
5471,N,O,P,V
5472,G,,,
5473,C,D,G,
5474,J,X,,
5475,X,,,
5476,G,,,
5477,P,V,,
5478,I,J,X,
5479,O,P,V,
5480,W,S,R,T
5481,A,C,D,G
5482,B,C,D,G
5483,E,F,D,G
5484,Q,R,T,
5485,F,D,G,
5486,G,,,
5487,O,P,V,
5488,I,J,X,
5489,F,D,G,
5490,Q,R,T,
5491,X,,,
5492,H,I,J,X
5493,H,I,J,X
5494,S,R,T,
5495,M,O,P,V
5496,U,Q,R,T
5497,J,X,,
5498,G,,,
5499,N,O,P,V
5500,W,S,R,T
5501,C,D,G,
5502,W,S,R,T
5503,R,T,,
5504,T,,,
5505,V,,,
5506,A,C,D,G
5507,P,V,,
5508,G,,,
5509,T,,,
5510,I,J,X,
5511,P,V,,
5512,B,C,D,G
5513,H,I,J,X
5514,T,,,
5515,A,C,D,G
5516,Q,R,T,
5517,W,S,R,T
5518,U,Q,R,T
5519,O,P,V,
5520,K,J,X,
5521,O,P,V,
5522,X,,,
5523,E,F,D,G
5524,W,S,R,T
5525,G,,,
5526,S,R,T,
5527,R,T,,
5528,T,,,
5529,I,J,X,
5530,E,F,D,G
5531,F,D,G,
5532,G,,,
5533,G,,,
5534,V,,,
5535,N,O,P,V
5536,A,C,D,G
5537,X,,,
5538,R,T,,
5539,B,C,D,G
5540,K,J,X,
5541,B,C,D,G
5542,N,O,P,V
5543,F,D,G,
5544,H,I,J,X
5545,A,C,D,G
5546,U,Q,R,T
5547,K,J,X,
5548,S,R,T,
5549,J,X,,
5550,X,,,
5551,P,V,,
5552,W,S,R,T
5553,K,J,X,
5554,A,C,D,G
5555,J,X,,
5556,K,J,X,
5557,T,,,
5558,S,R,T,
5559,I,J,X,
5560,B,C,D,G
5561,M,O,P,V
5562,O,P,V,
5563,A,C,D,G
5564,G,,,
5565,E,F,D,G
5566,V,,,
5567,J,X,,
5568,K,J,X,
5569,D,G,,
5570,K,J,X,
5571,K,J,X,
5572,T,,,
5573,D,G,,
5574,V,,,
5575,K,J,X,
5576,L,O,P,V
5577,H,I,J,X
5578,R,T,,
5579,H,I,J,X
5580,J,X,,
5581,T,,,
5582,B,C,D,G
5583,V,,,
5584,L,O,P,V
5585,N,O,P,V
5586,D,G,,
5587,R,T,,
5588,X,,,
5589,D,G,,
5590,X,,,
5591,K,J,X,
5592,B,C,D,G
5593,F,D,G,
5594,F,D,G,
5595,I,J,X,
5596,D,G,,
5597,T,,,
5598,Q,R,T,
5599,D,G,,
5600,T,,,
5601,F,D,G,
5602,D,G,,
5603,A,C,D,G
5604,O,P,V,
5605,Q,R,T,
5606,J,X,,
5607,K,J,X,
5608,B,C,D,G
5609,S,R,T,
5610,X,,,
5611,K,J,X,
5612,B,C,D,G
5613,W,S,R,T
5614,N,O,P,V
5615,X,,,
5616,L,O,P,V
5617,H,I,J,X
5618,U,Q,R,T
5619,M,O,P,V
5620,G,,,
5621,X,,,
5622,K,J,X,
5623,F,D,G,
5624,D,G,,
5625,Q,R,T,
5626,U,Q,R,T
5627,T,,,
5628,X,,,
5629,K,J,X,
5630,U,Q,R,T
5631,E,F,D,G
5632,C,D,G,
5633,L,O,P,V
5634,U,Q,R,T
5635,N,O,P,V
5636,K,J,X,
5637,C,D,G,
5638,T,,,
5639,F,D,G,
5640,T,,,
5641,T,,,
5642,X,,,
5643,J,X,,
5644,X,,,
5645,L,O,P,V
5646,W,S,R,T
5647,Q,R,T,
5648,D,G,,
5649,C,D,G,
5650,E,F,D,G
5651,N,O,P,V
5652,N,O,P,V
5653,H,I,J,X
5654,R,T,,
5655,L,O,P,V
5656,E,F,D,G
5657,A,C,D,G
5658,S,R,T,
5659,S,R,T,
5660,C,D,G,
5661,B,C,D,G
5662,X,,,
5663,T,,,
5664,I,J,X,
5665,H,I,J,X
5666,V,,,
5667,J,X,,
5668,R,T,,
5669,R,T,,
5670,M,O,P,V
5671,V,,,
5672,F,D,G,
5673,Q,R,T,
5674,K,J,X,
5675,U,Q,R,T
5676,W,S,R,T
5677,K,J,X,
5678,I,J,X,
5679,L,O,P,V
5680,M,O,P,V
5681,B,C,D,G
5682,O,P,V,
5683,S,R,T,
5684,V,,,
5685,B,C,D,G
5686,O,P,V,
5687,W,S,R,T
5688,X,,,
5689,C,D,G,
5690,C,D,G,
5691,K,J,X,
5692,T,,,
5693,O,P,V,
5694,U,Q,R,T
5695,C,D,G,
5696,J,X,,
5697,E,F,D,G
5698,X,,,
5699,G,,,
5700,C,D,G,
5701,T,,,
5702,V,,,
5703,V,,,
5704,P,V,,
5705,I,J,X,
5706,E,F,D,G
5707,A,C,D,G
5708,W,S,R,T
5709,H,I,J,X
5710,O,P,V,
5711,N,O,P,V
5712,F,D,G,
5713,G,,,
5714,R,T,,
5715,H,I,J,X
5716,A,C,D,G
5717,T,,,
5718,Q,R,T,
5719,S,R,T,
5720,J,X,,
5721,H,I,J,X
5722,C,D,G,
5723,F,D,G,
