,code1,code2,code3,code4
4317,P,V,,
4318,A,C,D,G
4319,K,J,X,
4320,M,O,P,V
4321,H,I,J,X
4322,J,X,,
4323,L,O,P,V
4324,V,,,
4325,J,X,,
4326,P,V,,
4327,R,T,,
4328,E,F,D,G
4329,A,C,D,G
4330,O,P,V,
4331,N,O,P,V
4332,W,S,R,T
4333,K,J,X,
4334,G,,,
4335,C,D,G,
4336,F,D,G,
4337,D,G,,
4338,S,R,T,
4339,G,,,
4340,K,J,X,
4341,Q,R,T,
4342,V,,,
4343,G,,,
4344,U,Q,R,T
4345,H,I,J,X
4346,T,,,
4347,T,,,
4348,L,O,P,V
4349,C,D,G,
4350,G,,,
4351,N,O,P,V
4352,K,J,X,
4353,M,O,P,V
4354,J,X,,
4355,I,J,X,
4356,G,,,
4357,A,C,D,G
4358,I,J,X,
4359,P,V,,
4360,V,,,
4361,R,T,,
4362,F,D,G,
4363,D,G,,
4364,V,,,
4365,U,Q,R,T
4366,A,C,D,G
4367,G,,,
4368,X,,,
4369,K,J,X,
4370,L,O,P,V
4371,N,O,P,V
4372,W,S,R,T
4373,J,X,,
4374,H,I,J,X
4375,W,S,R,T
4376,S,R,T,
4377,H,I,J,X
4378,W,S,R,T
4379,D,G,,
4380,H,I,J,X
4381,V,,,
4382,T,,,
4383,O,P,V,
4384,N,O,P,V
4385,U,Q,R,T
4386,D,G,,
4387,R,T,,
4388,Q,R,T,
4389,I,J,X,
4390,Q,R,T,
4391,P,V,,
4392,U,Q,R,T
4393,A,C,D,G
4394,S,R,T,
4395,X,,,
4396,W,S,R,T
4397,R,T,,
4398,B,C,D,G
4399,N,O,P,V
4400,W,S,R,T
4401,X,,,
4402,C,D,G,
4403,E,F,D,G
4404,L,O,P,V
4405,G,,,
4406,H,I,J,X
4407,D,G,,
4408,G,,,
4409,I,J,X,
4410,G,,,
4411,H,I,J,X
4412,B,C,D,G
4413,X,,,
4414,C,D,G,
4415,L,O,P,V
4416,L,O,P,V
4417,N,O,P,V
4418,P,V,,
4419,C,D,G,
4420,M,O,P,V
4421,G,,,
4422,J,X,,
4423,I,J,X,
4424,G,,,
4425,J,X,,
4426,P,V,,
4427,F,D,G,
4428,C,D,G,
4429,G,,,
4430,V,,,
4431,K,J,X,
4432,U,Q,R,T
4433,S,R,T,
4434,N,O,P,V
4435,U,Q,R,T
4436,C,D,G,
4437,V,,,
4438,N,O,P,V
4439,F,D,G,
4440,S,R,T,
4441,D,G,,
4442,P,V,,
4443,Q,R,T,
4444,C,D,G,
4445,P,V,,
4446,O,P,V,
4447,D,G,,
4448,O,P,V,
4449,W,S,R,T
4450,E,F,D,G
4451,B,C,D,G
4452,F,D,G,
4453,T,,,
4454,I,J,X,
4455,T,,,
4456,J,X,,
4457,Q,R,T,
4458,I,J,X,
4459,L,O,P,V
4460,W,S,R,T
4461,G,,,
4462,B,C,D,G
4463,A,C,D,G
4464,R,T,,
4465,T,,,
4466,D,G,,
4467,J,X,,
4468,Q,R,T,
4469,P,V,,
4470,A,C,D,G
4471,H,I,J,X
4472,H,I,J,X
4473,R,T,,
4474,G,,,
4475,T,,,
4476,L,O,P,V
4477,E,F,D,G
4478,T,,,
4479,K,J,X,
4480,P,V,,
4481,Q,R,T,
4482,V,,,
4483,V,,,
4484,F,D,G,
4485,A,C,D,G
4486,D,G,,
4487,C,D,G,
4488,G,,,
4489,W,S,R,T
4490,M,O,P,V
4491,V,,,
4492,R,T,,
4493,S,R,T,
4494,A,C,D,G
4495,X,,,
4496,I,J,X,
4497,K,J,X,
4498,L,O,P,V
4499,D,G,,
4500,R,T,,
4501,T,,,
4502,H,I,J,X
4503,P,V,,
4504,U,Q,R,T
4505,V,,,
4506,N,O,P,V
4507,H,I,J,X
4508,X,,,
4509,V,,,
4510,F,D,G,
4511,S,R,T,
4512,J,X,,
4513,D,G,,
4514,S,R,T,
4515,O,P,V,
4516,S,R,T,
4517,J,X,,
4518,L,O,P,V
4519,R,T,,
4520,D,G,,
4521,I,J,X,
4522,U,Q,R,T
4523,I,J,X,
4524,T,,,
4525,C,D,G,
4526,S,R,T,
4527,P,V,,
4528,D,G,,
4529,G,,,
4530,O,P,V,
4531,P,V,,
4532,A,C,D,G
4533,X,,,
4534,D,G,,
4535,U,Q,R,T
4536,M,O,P,V
4537,M,O,P,V
4538,C,D,G,
4539,M,O,P,V
4540,C,D,G,
4541,T,,,
4542,D,G,,
4543,C,D,G,
4544,X,,,
4545,U,Q,R,T
4546,T,,,
4547,N,O,P,V
4548,Q,R,T,
4549,M,O,P,V
4550,U,Q,R,T
4551,E,F,D,G
4552,O,P,V,
4553,S,R,T,
4554,Q,R,T,
4555,D,G,,
4556,S,R,T,
4557,P,V,,
4558,F,D,G,
4559,L,O,P,V
4560,J,X,,
4561,F,D,G,
4562,C,D,G,
4563,V,,,
4564,G,,,
4565,G,,,
4566,U,Q,R,T
4567,B,C,D,G
4568,D,G,,
4569,T,,,
4570,C,D,G,
4571,R,T,,
4572,E,F,D,G
4573,S,R,T,
4574,D,G,,
4575,H,I,J,X
4576,O,P,V,
4577,N,O,P,V
4578,Q,R,T,
4579,L,O,P,V
4580,U,Q,R,T
4581,X,,,
4582,N,O,P,V
4583,S,R,T,
4584,Q,R,T,
4585,P,V,,
4586,X,,,
4587,C,D,G,
4588,K,J,X,
4589,F,D,G,
4590,M,O,P,V
4591,T,,,
4592,U,Q,R,T
4593,V,,,
4594,R,T,,
4595,P,V,,
4596,I,J,X,
4597,W,S,R,T
4598,S,R,T,
4599,E,F,D,G
4600,A,C,D,G
4601,F,D,G,
4602,C,D,G,
4603,N,O,P,V
4604,K,J,X,
4605,I,J,X,
4606,B,C,D,G
4607,U,Q,R,T
4608,I,J,X,
4609,T,,,
4610,B,C,D,G
4611,R,T,,
4612,Q,R,T,
4613,R,T,,
4614,X,,,
4615,E,F,D,G
4616,K,J,X,
4617,E,F,D,G
4618,L,O,P,V
4619,D,G,,
4620,C,D,G,
4621,O,P,V,
4622,B,C,D,G
4623,O,P,V,
4624,V,,,
4625,I,J,X,
4626,C,D,G,
4627,S,R,T,
4628,Q,R,T,
4629,A,C,D,G
4630,J,X,,
4631,B,C,D,G
4632,T,,,
4633,I,J,X,
4634,L,O,P,V
4635,L,O,P,V
4636,C,D,G,
4637,J,X,,
4638,E,F,D,G
4639,U,Q,R,T
4640,U,Q,R,T
4641,K,J,X,
4642,S,R,T,
4643,H,I,J,X
4644,L,O,P,V
4645,A,C,D,G
4646,S,R,T,
4647,D,G,,
4648,R,T,,
4649,J,X,,
4650,H,I,J,X
4651,A,C,D,G
4652,T,,,
4653,M,O,P,V
4654,J,X,,
4655,I,J,X,
4656,R,T,,
4657,G,,,
4658,W,S,R,T
4659,N,O,P,V
4660,U,Q,R,T
4661,O,P,V,
4662,D,G,,
4663,B,C,D,G
4664,N,O,P,V
4665,Q,R,T,
4666,B,C,D,G
4667,N,O,P,V
4668,V,,,
4669,V,,,
4670,J,X,,
4671,V,,,
4672,N,O,P,V
4673,E,F,D,G
4674,E,F,D,G
4675,V,,,
4676,K,J,X,
4677,I,J,X,
4678,V,,,
4679,Q,R,T,
4680,T,,,
4681,O,P,V,
4682,I,J,X,
4683,I,J,X,
4684,U,Q,R,T
4685,C,D,G,
4686,J,X,,
4687,B,C,D,G
4688,Q,R,T,
4689,S,R,T,
4690,U,Q,R,T
4691,O,P,V,
4692,X,,,
4693,X,,,
4694,X,,,
4695,D,G,,
4696,W,S,R,T
4697,D,G,,
4698,Q,R,T,
4699,N,O,P,V
4700,L,O,P,V
4701,B,C,D,G
4702,L,O,P,V
4703,S,R,T,
4704,G,,,
4705,W,S,R,T
4706,U,Q,R,T
4707,J,X,,
4708,T,,,
4709,D,G,,
4710,Q,R,T,
4711,K,J,X,
4712,R,T,,
4713,S,R,T,
4714,K,J,X,
4715,C,D,G,
4716,V,,,
4717,T,,,
4718,N,O,P,V
4719,I,J,X,
4720,O,P,V,
4721,O,P,V,
4722,I,J,X,
4723,U,Q,R,T
4724,L,O,P,V
4725,G,,,
4726,O,P,V,
4727,T,,,
4728,X,,,
4729,B,C,D,G
4730,U,Q,R,T
4731,F,D,G,
4732,O,P,V,
4733,A,C,D,G
4734,J,X,,
4735,G,,,
4736,V,,,
4737,T,,,
4738,J,X,,
4739,E,F,D,G
4740,I,J,X,
4741,P,V,,
4742,T,,,
4743,D,G,,
4744,P,V,,
4745,S,R,T,
4746,M,O,P,V
4747,E,F,D,G
4748,C,D,G,
4749,N,O,P,V
4750,D,G,,
4751,C,D,G,
4752,A,C,D,G
4753,E,F,D,G
4754,X,,,
4755,E,F,D,G
4756,W,S,R,T
4757,M,O,P,V
4758,I,J,X,
4759,A,C,D,G
4760,X,,,
4761,T,,,
4762,L,O,P,V
4763,P,V,,
4764,G,,,
4765,O,P,V,
4766,W,S,R,T
4767,H,I,J,X
4768,R,T,,
4769,X,,,
4770,O,P,V,
4771,C,D,G,
4772,K,J,X,
4773,U,Q,R,T
4774,M,O,P,V
4775,M,O,P,V
4776,R,T,,
4777,G,,,
4778,I,J,X,
4779,X,,,
4780,W,S,R,T
4781,P,V,,
4782,B,C,D,G
4783,M,O,P,V
4784,P,V,,
4785,G,,,
4786,T,,,
4787,I,J,X,
4788,R,T,,
4789,S,R,T,
4790,M,O,P,V
4791,I,J,X,
4792,C,D,G,
4793,D,G,,
4794,F,D,G,
4795,M,O,P,V
4796,S,R,T,
4797,K,J,X,
4798,X,,,
4799,B,C,D,G
4800,Q,R,T,
4801,J,X,,
4802,V,,,
4803,E,F,D,G
4804,D,G,,
4805,N,O,P,V
4806,W,S,R,T
4807,Q,R,T,
4808,W,S,R,T
4809,V,,,
4810,X,,,
4811,J,X,,
4812,S,R,T,
4813,V,,,
4814,I,J,X,
4815,V,,,
4816,D,G,,
4817,T,,,
4818,A,C,D,G
4819,G,,,
4820,D,G,,
4821,J,X,,
4822,M,O,P,V
4823,C,D,G,
4824,M,O,P,V
4825,K,J,X,
4826,G,,,
4827,V,,,
4828,F,D,G,
4829,I,J,X,
4830,O,P,V,
4831,J,X,,
4832,K,J,X,
4833,M,O,P,V
4834,W,S,R,T
4835,M,O,P,V
4836,X,,,
4837,J,X,,
4838,Q,R,T,
4839,D,G,,
4840,L,O,P,V
4841,G,,,
4842,P,V,,
4843,F,D,G,
4844,L,O,P,V
4845,H,I,J,X
4846,X,,,
4847,R,T,,
4848,F,D,G,
4849,U,Q,R,T
4850,S,R,T,
4851,K,J,X,
4852,X,,,
4853,P,V,,
4854,F,D,G,
4855,X,,,
4856,X,,,
4857,P,V,,
4858,T,,,
4859,W,S,R,T
4860,B,C,D,G
4861,T,,,
4862,W,S,R,T
4863,H,I,J,X
4864,U,Q,R,T
4865,Q,R,T,
4866,T,,,
4867,S,R,T,
4868,X,,,
4869,K,J,X,
4870,N,O,P,V
4871,A,C,D,G
4872,G,,,
4873,P,V,,
4874,H,I,J,X
4875,P,V,,
4876,I,J,X,
4877,T,,,
4878,F,D,G,
4879,F,D,G,
4880,N,O,P,V
4881,H,I,J,X
4882,W,S,R,T
4883,D,G,,
4884,I,J,X,
4885,T,,,
4886,F,D,G,
4887,X,,,
4888,I,J,X,
4889,M,O,P,V
4890,X,,,
4891,L,O,P,V
4892,U,Q,R,T
4893,H,I,J,X
4894,C,D,G,
4895,R,T,,
4896,L,O,P,V
4897,P,V,,
4898,U,Q,R,T
4899,A,C,D,G
4900,A,C,D,G
4901,W,S,R,T
4902,W,S,R,T
4903,P,V,,
4904,U,Q,R,T
4905,L,O,P,V
4906,O,P,V,
4907,X,,,
4908,F,D,G,
4909,S,R,T,
4910,N,O,P,V
4911,L,O,P,V
4912,B,C,D,G
4913,B,C,D,G
4914,A,C,D,G
4915,Q,R,T,
4916,F,D,G,
4917,G,,,
4918,M,O,P,V
4919,D,G,,
4920,M,O,P,V
4921,W,S,R,T
4922,K,J,X,
4923,C,D,G,
4924,D,G,,
4925,V,,,
4926,W,S,R,T
4927,C,D,G,
4928,A,C,D,G
4929,G,,,
4930,S,R,T,
4931,S,R,T,
4932,K,J,X,
4933,B,C,D,G
4934,G,,,
4935,A,C,D,G
4936,N,O,P,V
4937,L,O,P,V
4938,K,J,X,
4939,G,,,
4940,R,T,,
4941,Q,R,T,
4942,L,O,P,V
4943,W,S,R,T
4944,S,R,T,
4945,Q,R,T,
4946,J,X,,
4947,N,O,P,V
4948,K,J,X,
4949,T,,,
4950,I,J,X,
4951,T,,,
4952,G,,,
4953,X,,,
4954,S,R,T,
4955,P,V,,
4956,H,I,J,X
4957,F,D,G,
4958,S,R,T,
4959,A,C,D,G
4960,T,,,
4961,D,G,,
4962,F,D,G,
4963,J,X,,
4964,X,,,
4965,K,J,X,
4966,A,C,D,G
4967,G,,,
4968,A,C,D,G
4969,N,O,P,V
4970,X,,,
4971,U,Q,R,T
4972,H,I,J,X
4973,T,,,
4974,G,,,
4975,R,T,,
4976,P,V,,
4977,G,,,
4978,P,V,,
4979,F,D,G,
4980,V,,,
4981,R,T,,
4982,X,,,
4983,S,R,T,
4984,I,J,X,
4985,A,C,D,G
4986,F,D,G,
4987,H,I,J,X
4988,O,P,V,
4989,X,,,
4990,F,D,G,
4991,T,,,
4992,V,,,
4993,R,T,,
4994,S,R,T,
4995,K,J,X,
4996,F,D,G,
4997,D,G,,
4998,K,J,X,
4999,A,C,D,G
5000,A,C,D,G
5001,G,,,
5002,R,T,,
5003,G,,,
5004,I,J,X,
5005,E,F,D,G
5006,W,S,R,T
5007,M,O,P,V
5008,D,G,,
5009,J,X,,
5010,M,O,P,V
5011,Q,R,T,
5012,E,F,D,G
5013,D,G,,
5014,J,X,,
5015,S,R,T,
5016,G,,,
5017,H,I,J,X
5018,A,C,D,G
5019,U,Q,R,T
5020,V,,,
5021,E,F,D,G
5022,L,O,P,V
5023,E,F,D,G
5024,G,,,
5025,F,D,G,
5026,T,,,
5027,I,J,X,
5028,C,D,G,
5029,B,C,D,G
5030,K,J,X,
5031,N,O,P,V
5032,S,R,T,
5033,N,O,P,V
5034,Q,R,T,
5035,A,C,D,G
5036,C,D,G,
5037,E,F,D,G
5038,B,C,D,G
5039,D,G,,
5040,G,,,
5041,A,C,D,G
5042,M,O,P,V
5043,K,J,X,
5044,T,,,
5045,J,X,,
5046,L,O,P,V
5047,O,P,V,
5048,U,Q,R,T
5049,B,C,D,G
5050,M,O,P,V
5051,E,F,D,G
5052,I,J,X,
5053,L,O,P,V
5054,A,C,D,G
5055,M,O,P,V
5056,F,D,G,
5057,G,,,
5058,U,Q,R,T
5059,U,Q,R,T
5060,G,,,
5061,W,S,R,T
5062,G,,,
5063,I,J,X,
5064,D,G,,
5065,E,F,D,G
5066,S,R,T,
5067,O,P,V,
5068,G,,,
5069,C,D,G,
5070,F,D,G,
5071,H,I,J,X
5072,X,,,
5073,K,J,X,
5074,G,,,
5075,E,F,D,G
5076,K,J,X,
5077,R,T,,
5078,O,P,V,
5079,C,D,G,
5080,M,O,P,V
5081,U,Q,R,T
5082,F,D,G,
5083,G,,,
5084,I,J,X,
5085,X,,,
5086,K,J,X,
5087,Q,R,T,
5088,F,D,G,
5089,W,S,R,T
5090,H,I,J,X
5091,E,F,D,G
5092,F,D,G,
5093,H,I,J,X
5094,I,J,X,
5095,L,O,P,V
5096,O,P,V,
5097,M,O,P,V
5098,W,S,R,T
5099,K,J,X,
5100,C,D,G,
5101,W,S,R,T
5102,R,T,,
5103,K,J,X,
5104,L,O,P,V
5105,B,C,D,G
5106,J,X,,
5107,T,,,
5108,E,F,D,G
5109,H,I,J,X
5110,M,O,P,V
5111,J,X,,
5112,D,G,,
5113,W,S,R,T
5114,H,I,J,X
5115,H,I,J,X
5116,R,T,,
5117,A,C,D,G
5118,D,G,,
5119,C,D,G,
5120,H,I,J,X
5121,E,F,D,G
5122,B,C,D,G
5123,H,I,J,X
5124,K,J,X,
5125,C,D,G,
5126,D,G,,
5127,Q,R,T,
5128,C,D,G,
5129,O,P,V,
5130,I,J,X,
5131,I,J,X,
5132,L,O,P,V
5133,N,O,P,V
5134,C,D,G,
5135,L,O,P,V
5136,C,D,G,
5137,K,J,X,
5138,Q,R,T,
5139,P,V,,
5140,M,O,P,V
5141,I,J,X,
5142,C,D,G,
5143,O,P,V,
5144,G,,,
5145,X,,,
5146,R,T,,
5147,T,,,
5148,N,O,P,V
5149,H,I,J,X
5150,S,R,T,
5151,P,V,,
5152,X,,,
5153,K,J,X,
5154,F,D,G,
5155,D,G,,
5156,P,V,,
5157,R,T,,
5158,E,F,D,G
5159,M,O,P,V
5160,E,F,D,G
5161,I,J,X,
5162,E,F,D,G
5163,H,I,J,X
5164,C,D,G,
5165,L,O,P,V
5166,T,,,
5167,S,R,T,
5168,W,S,R,T
5169,C,D,G,
5170,O,P,V,
5171,F,D,G,
5172,A,C,D,G
5173,J,X,,
5174,Q,R,T,
5175,E,F,D,G
5176,J,X,,
5177,V,,,
5178,O,P,V,
5179,R,T,,
5180,T,,,
5181,W,S,R,T
5182,S,R,T,
5183,D,G,,
5184,S,R,T,
5185,P,V,,
5186,U,Q,R,T
5187,X,,,
5188,D,G,,
5189,M,O,P,V
5190,T,,,
5191,J,X,,
5192,I,J,X,
5193,B,C,D,G
5194,W,S,R,T
5195,W,S,R,T
5196,W,S,R,T
5197,Q,R,T,
5198,H,I,J,X
5199,J,X,,
5200,G,,,
5201,H,I,J,X
5202,K,J,X,
5203,O,P,V,
5204,S,R,T,
5205,O,P,V,
5206,L,O,P,V
5207,T,,,
5208,C,D,G,
5209,S,R,T,
5210,F,D,G,
5211,B,C,D,G
5212,M,O,P,V
5213,B,C,D,G
5214,U,Q,R,T
5215,A,C,D,G
5216,K,J,X,
5217,F,D,G,
5218,K,J,X,
5219,G,,,
5220,O,P,V,
5221,O,P,V,
5222,E,F,D,G
5223,I,J,X,
5224,S,R,T,
5225,X,,,
5226,T,,,
5227,I,J,X,
5228,D,G,,
5229,B,C,D,G
5230,S,R,T,
5231,Q,R,T,
5232,N,O,P,V
5233,U,Q,R,T
5234,I,J,X,
5235,X,,,
5236,V,,,
5237,G,,,
5238,C,D,G,
5239,P,V,,
5240,N,O,P,V
5241,U,Q,R,T
5242,Q,R,T,
5243,I,J,X,
5244,H,I,J,X
5245,H,I,J,X
5246,T,,,
5247,K,J,X,
5248,G,,,
5249,O,P,V,
5250,R,T,,
5251,A,C,D,G
5252,X,,,
5253,G,,,
5254,M,O,P,V
5255,N,O,P,V
5256,H,I,J,X
5257,T,,,
5258,D,G,,
5259,G,,,
5260,G,,,
5261,U,Q,R,T
5262,O,P,V,
5263,F,D,G,
5264,G,,,
5265,O,P,V,
5266,S,R,T,
5267,M,O,P,V
5268,C,D,G,
5269,S,R,T,
5270,D,G,,
5271,G,,,
5272,V,,,
5273,O,P,V,
5274,H,I,J,X
5275,Q,R,T,
5276,V,,,
5277,J,X,,
5278,W,S,R,T
5279,U,Q,R,T
5280,M,O,P,V
5281,O,P,V,
5282,J,X,,
5283,D,G,,
5284,O,P,V,
5285,S,R,T,
5286,T,,,
5287,L,O,P,V
5288,M,O,P,V
5289,M,O,P,V
5290,E,F,D,G
5291,B,C,D,G
5292,E,F,D,G
5293,Q,R,T,
5294,Q,R,T,
5295,L,O,P,V
5296,T,,,
5297,Q,R,T,
5298,C,D,G,
5299,X,,,
5300,K,J,X,
5301,P,V,,
5302,D,G,,
5303,O,P,V,
5304,L,O,P,V
5305,S,R,T,
5306,B,C,D,G
5307,G,,,
5308,A,C,D,G
5309,T,,,
5310,P,V,,
5311,H,I,J,X
5312,R,T,,
5313,S,R,T,
5314,S,R,T,
5315,N,O,P,V
5316,C,D,G,
5317,G,,,
5318,W,S,R,T
5319,A,C,D,G
5320,O,P,V,
5321,Q,R,T,
5322,N,O,P,V
5323,U,Q,R,T
5324,G,,,
5325,A,C,D,G
5326,K,J,X,
5327,G,,,
5328,E,F,D,G
5329,P,V,,
5330,J,X,,
5331,L,O,P,V
5332,X,,,
5333,Q,R,T,
5334,K,J,X,
5335,A,C,D,G
5336,N,O,P,V
5337,W,S,R,T
5338,C,D,G,
5339,B,C,D,G
5340,X,,,
5341,N,O,P,V
5342,W,S,R,T
5343,O,P,V,
5344,O,P,V,
5345,M,O,P,V
5346,X,,,
5347,L,O,P,V
5348,C,D,G,
5349,P,V,,
5350,B,C,D,G
5351,I,J,X,
5352,D,G,,
5353,L,O,P,V
5354,E,F,D,G
5355,I,J,X,
5356,P,V,,
5357,P,V,,
5358,V,,,
5359,E,F,D,G
5360,D,G,,
5361,B,C,D,G
5362,K,J,X,
5363,D,G,,
5364,E,F,D,G
5365,E,F,D,G
5366,N,O,P,V
5367,N,O,P,V
5368,H,I,J,X
5369,S,R,T,
5370,Q,R,T,
5371,W,S,R,T
5372,P,V,,
5373,A,C,D,G
5374,J,X,,
5375,P,V,,
5376,N,O,P,V
5377,I,J,X,
5378,N,O,P,V
5379,M,O,P,V
5380,H,I,J,X
5381,I,J,X,
5382,X,,,
5383,V,,,
5384,W,S,R,T
5385,H,I,J,X
5386,Q,R,T,
5387,L,O,P,V
5388,U,Q,R,T
5389,F,D,G,
5390,H,I,J,X
5391,P,V,,
5392,S,R,T,
5393,F,D,G,
5394,G,,,
5395,B,C,D,G
5396,G,,,
5397,L,O,P,V
5398,R,T,,
5399,L,O,P,V
5400,R,T,,
5401,E,F,D,G
5402,M,O,P,V
5403,L,O,P,V
5404,N,O,P,V
5405,S,R,T,
5406,C,D,G,
5407,F,D,G,
5408,P,V,,
5409,T,,,
5410,G,,,
5411,I,J,X,
5412,S,R,T,
5413,E,F,D,G
5414,O,P,V,
5415,G,,,
5416,D,G,,
5417,P,V,,
5418,I,J,X,
5419,G,,,
5420,H,I,J,X
5421,S,R,T,
5422,W,S,R,T
5423,N,O,P,V
5424,D,G,,
5425,B,C,D,G
5426,G,,,
5427,W,S,R,T
5428,B,C,D,G
5429,N,O,P,V
5430,A,C,D,G
5431,E,F,D,G
5432,H,I,J,X
5433,E,F,D,G
5434,O,P,V,
5435,A,C,D,G
5436,V,,,
5437,X,,,
5438,X,,,
5439,U,Q,R,T
5440,H,I,J,X
5441,G,,,
5442,H,I,J,X
5443,P,V,,
5444,J,X,,
5445,H,I,J,X
5446,F,D,G,
5447,C,D,G,
5448,H,I,J,X
5449,M,O,P,V
5450,N,O,P,V
5451,S,R,T,
5452,J,X,,
5453,T,,,
5454,C,D,G,
5455,I,J,X,
5456,I,J,X,
5457,A,C,D,G
5458,U,Q,R,T
5459,N,O,P,V
5460,M,O,P,V
5461,E,F,D,G
5462,R,T,,
5463,I,J,X,
5464,P,V,,
5465,I,J,X,
5466,R,T,,
5467,W,S,R,T
5468,K,J,X,
5469,D,G,,
5470,F,D,G,
5471,A,C,D,G
5472,O,P,V,
5473,B,C,D,G
5474,H,I,J,X
5475,K,J,X,
5476,O,P,V,
5477,X,,,
5478,B,C,D,G
5479,C,D,G,
5480,A,C,D,G
5481,H,I,J,X
5482,S,R,T,
5483,C,D,G,
5484,J,X,,
5485,R,T,,
5486,L,O,P,V
5487,I,J,X,
5488,X,,,
5489,G,,,
5490,H,I,J,X
5491,S,R,T,
5492,R,T,,
5493,Q,R,T,
5494,O,P,V,
5495,L,O,P,V
5496,T,,,
5497,F,D,G,
5498,F,D,G,
5499,M,O,P,V
5500,A,C,D,G
5501,H,I,J,X
5502,B,C,D,G
5503,T,,,
5504,J,X,,
5505,H,I,J,X
5506,T,,,
5507,A,C,D,G
5508,G,,,
5509,I,J,X,
5510,A,C,D,G
5511,B,C,D,G
5512,H,I,J,X
5513,B,C,D,G
5514,F,D,G,
5515,K,J,X,
5516,N,O,P,V
5517,O,P,V,
5518,S,R,T,
5519,L,O,P,V
5520,R,T,,
5521,K,J,X,
5522,I,J,X,
5523,J,X,,
5524,R,T,,
5525,D,G,,
5526,M,O,P,V
5527,Q,R,T,
5528,S,R,T,
5529,A,C,D,G
5530,A,C,D,G
5531,W,S,R,T
5532,T,,,
5533,F,D,G,
5534,J,X,,
5535,H,I,J,X
5536,S,R,T,
5537,T,,,
5538,J,X,,
5539,W,S,R,T
5540,A,C,D,G
5541,E,F,D,G
5542,T,,,
5543,N,O,P,V
5544,E,F,D,G
5545,A,C,D,G
5546,K,J,X,
5547,U,Q,R,T
5548,G,,,
5549,F,D,G,
5550,I,J,X,
5551,E,F,D,G
5552,X,,,
5553,J,X,,
5554,X,,,
5555,L,O,P,V
5556,L,O,P,V
5557,T,,,
5558,X,,,
5559,P,V,,
5560,A,C,D,G
5561,C,D,G,
5562,I,J,X,
5563,X,,,
5564,T,,,
5565,V,,,
5566,D,G,,
5567,G,,,
5568,A,C,D,G
5569,W,S,R,T
5570,N,O,P,V
5571,O,P,V,
5572,A,C,D,G
5573,A,C,D,G
5574,E,F,D,G
5575,T,,,
5576,D,G,,
5577,V,,,
5578,D,G,,
5579,S,R,T,
5580,P,V,,
5581,P,V,,
5582,O,P,V,
5583,I,J,X,
5584,B,C,D,G
5585,U,Q,R,T
5586,J,X,,
5587,V,,,
5588,E,F,D,G
5589,W,S,R,T
5590,S,R,T,
5591,B,C,D,G
5592,F,D,G,
5593,V,,,
5594,X,,,
5595,I,J,X,
5596,N,O,P,V
5597,I,J,X,
5598,N,O,P,V
5599,N,O,P,V
5600,R,T,,
5601,L,O,P,V
5602,W,S,R,T
5603,T,,,
5604,O,P,V,
5605,H,I,J,X
5606,F,D,G,
5607,T,,,
5608,L,O,P,V
5609,S,R,T,
5610,A,C,D,G
5611,X,,,
5612,O,P,V,
5613,P,V,,
5614,R,T,,
5615,J,X,,
5616,T,,,
5617,I,J,X,
5618,S,R,T,
5619,D,G,,
5620,Q,R,T,
5621,B,C,D,G
5622,U,Q,R,T
5623,X,,,
5624,Q,R,T,
5625,U,Q,R,T
5626,J,X,,
5627,D,G,,
5628,N,O,P,V
5629,F,D,G,
5630,V,,,
5631,O,P,V,
5632,I,J,X,
5633,K,J,X,
5634,B,C,D,G
5635,B,C,D,G
5636,H,I,J,X
5637,B,C,D,G
5638,C,D,G,
5639,W,S,R,T
5640,M,O,P,V
5641,J,X,,
5642,K,J,X,
5643,V,,,
5644,R,T,,
5645,K,J,X,
5646,M,O,P,V
5647,E,F,D,G
5648,M,O,P,V
5649,P,V,,
5650,A,C,D,G
5651,N,O,P,V
5652,R,T,,
5653,I,J,X,
5654,J,X,,
5655,U,Q,R,T
5656,I,J,X,
5657,N,O,P,V
5658,D,G,,
5659,H,I,J,X
5660,T,,,
5661,W,S,R,T
5662,F,D,G,
5663,C,D,G,
5664,S,R,T,
5665,M,O,P,V
5666,E,F,D,G
5667,J,X,,
5668,O,P,V,
5669,F,D,G,
5670,J,X,,
5671,B,C,D,G
5672,W,S,R,T
5673,E,F,D,G
5674,D,G,,
5675,C,D,G,
5676,G,,,
5677,V,,,
5678,W,S,R,T
5679,O,P,V,
5680,R,T,,
5681,V,,,
5682,B,C,D,G
5683,L,O,P,V
5684,J,X,,
5685,Q,R,T,
5686,R,T,,
5687,O,P,V,
5688,F,D,G,
5689,W,S,R,T
5690,D,G,,
5691,N,O,P,V
5692,M,O,P,V
5693,H,I,J,X
5694,V,,,
5695,A,C,D,G
5696,R,T,,
5697,P,V,,
5698,I,J,X,
5699,O,P,V,
5700,V,,,
5701,N,O,P,V
5702,D,G,,
5703,V,,,
5704,D,G,,
5705,S,R,T,
5706,N,O,P,V
5707,V,,,
5708,C,D,G,
5709,S,R,T,
5710,R,T,,
5711,L,O,P,V
5712,L,O,P,V
5713,W,S,R,T
5714,X,,,
5715,U,Q,R,T
5716,L,O,P,V
5717,M,O,P,V
5718,M,O,P,V
5719,U,Q,R,T
5720,W,S,R,T
5721,F,D,G,
5722,F,D,G,
5723,S,R,T,
5724,G,,,
5725,W,S,R,T
5726,G,,,
